,class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
17,0.0,0.016,0.139,0.012,0.00446,1.762,0.5248144617625676,0.005709,0.203,0.001,0.0,-0.429,-1.785,-2.027,-6.91,1.0,0.000860229100254225,0.0,21101.0,1.0,0.0,0.0,0.1478,0.024,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,0.0,0.0,0.4522,0.4522
18,0.0,0.016,0.013,0.595,0.85358,13.0,0.6297530997456662,0.009905,0.445,0.06,0.995,0.546,0.173,1.624,1.55,1.0,0.000758768173370459,0.0,21107.0,0.9288,0.1425,0.0,0.1478,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,0.0,0.0,0.4586,0.4586
19,0.0,0.101,0.017,0.12,0.00738,0.956,0.6910419345427555,0.006491,0.073,0.0,0.0,-0.429,-1.472,-1.231,-6.91,0.0,0.0113765846674221,0.0,20804.0,1.471,0.9419,0.0,0.1478,0.0,0.0161,0.0,0.0,2.49,8.75,8.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0312,0.0,0.1369,0.1369
20,0.0,0.033,0.013,0.022,0.24913,14.33,0.6477962740825657,0.008135,0.781,0.953,0.073,0.645,0.128,0.125,0.0944,1.0,8.41231744886e-05,0.0,20793.0,1.0835,0.3251,0.0,0.1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11
21,0.0,0.034,0.0,0.034,0.01292,0.042,0.3042357786216149,0.0,0.002,0.004,0.007,-0.286,0.066,-0.317,-0.924,0.0,0.00085849344314624,0.0,21134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.04,0.0,0.252,0.32238,15.91,0.6585496500282357,0.005928,0.986,0.977,0.989,-0.476,-0.546,-0.034,-2.16,0.0,0.000329062002875777,0.0,21139.0,1.1127,0.2255,1.0,0.1687,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789,0.0,0.288,0.288
23,0.0,0.038,0.002,0.093,0.03251,5.077,0.6105723645335339,0.004142,0.676,0.684,0.001,0.45,-0.48,-1.06,-3.06,0.0,7.92875411601098e-05,0.0,21144.0,1.1737,0.3832,0.0,0.1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.3676,0.3676
24,0.0,0.144,0.001,0.008,0.00403,0.846,0.358464302244072,0.003583,0.001,0.0,0.0,-0.26,-0.884,-0.58,-4.09,0.0,0.000200496271642886,0.0,21147.0,0.4762,0.6243,1.0,0.3936,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3262,0.3262
25,0.0,0.001,0.001,0.011,0.0165,0.336,0.6186265492864973,0.0,0.0,0.0,0.0,-1.312,-0.24,0.371,-0.548,0.0,0.00101900462033441,0.0,20762.0,0.9026,0.4069,0.0,0.5901,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1147,0.1147
26,0.0,0.005,0.022,0.115,0.29918,13.95,0.7965120510971709,0.006567,0.547,0.988,0.997,-0.144,0.277,0.58,2.48,0.0,3.53019083423074e-05,0.0,20746.0,1.062,0.5368,0.0,0.1824,0.0,0.0,0.0,0.0,9.14,0.7,-0.7,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0031,0.0093,0.0129
27,0.0,0.045,0.003,0.167,0.25877,13.26,0.6224093281151282,0.008906,0.664,0.758,0.015,0.645,0.318,0.225,1.12,0.0,8.2634093222308e-05,0.0,20745.0,0.7904,0.3832,0.0,0.1306,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1551,0.1551
28,0.0,0.126,0.118,0.025,0.35709,8.528,0.7485459174961349,0.006739,0.973,0.978,0.959,-1.463,-0.45,-0.506,-1.71,1.0,0.00105177809018952,0.0,21177.0,1.0,0.0,0.0,0.1742,0.0,0.0065,0.0588,0.0,7.93,1.88,-1.88,1.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4086,0.4086
29,0.0,0.008,0.004,0.283,0.27266,0.54,0.31562719781260723,0.008272,0.005,0.0,0.0,-0.18,-0.716,-1.421,-6.35,0.0,0.000274850572093639,0.0,20730.0,1.062,0.5368,0.0,0.1306,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1692,0.1692
30,0.0,0.039,0.0,0.206,0.78394,17.6,0.7170004596339723,0.006534,0.884,0.998,1.0,0.486,0.405,0.648,2.58,1.0,0.0052453871291014,0.0,20720.0,0.529,0.9419,0.0,0.6175,0.0045,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0042,0.0,0.0,0.3036,0.3036
31,0.0,0.055,0.013,0.336,0.86049,18.24,0.75027768608314,0.005661,0.951,1.0,1.0,0.486,0.99,0.891,2.32,0.0,0.0014040394884217,0.0,21194.0,0.4311,1.9401,0.0,0.6175,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.4269,0.4269
32,0.0,0.097,0.0,0.009,0.0015,0.161,0.36243015239583143,0.003306,0.037,0.0,0.0,-0.674,-2.234,-1.981,-5.5,0.0,1.69524179725868e-05,0.0,20717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.163,0.001,0.021,0.18426,18.09,0.9745152443913802,0.015231,0.888,0.996,0.955,0.292,0.503,0.21,-0.432,0.0,0.00046471499533784,0.0,20709.0,0.9296,0.1407,1.0,0.6188,0.0012,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0094,0.0,0.0,0.1853,0.1853
34,0.0,0.127,0.001,0.111,0.04247,4.297,0.42254801714788065,0.006886,0.147,0.339,0.111,0.457,1.044,0.263,1.29,0.0,0.000124738211751399,0.0,20700.0,0.6545,0.6909,0.0,0.3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.1768,0.1768
35,0.0,0.06,0.011,0.121,0.40671,16.55,0.7398340929702751,0.006276,0.998,0.995,0.997,0.559,0.262,0.209,0.779,0.0,4.91649672534427e-05,0.0,20698.0,1.0835,0.3251,0.0,0.1687,0.0084,0.0042,0.0,0.0278,2.67,1.19,1.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0178
36,0.0,0.001,0.001,0.211,0.02355,1.012,0.4392190553837169,0.007087,0.01,0.0,0.0,0.559,0.033,0.013,0.171,0.0,0.000327046120361594,0.0,21220.0,0.7725,1.5988,0.0,0.3936,0.0025,0.0,0.0,0.0,4.77,0.31,-0.31,0.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3506,0.3506
37,0.0,0.034,0.042,0.004,0.10564,13.18,0.9330375052887581,0.006237,0.294,0.887,0.912,-0.187,-1.393,-0.693,-7.46,0.0,0.000413966006371186,0.0,20693.0,1.1353,0.6767,1.0,0.9813,0.0167,0.0484,0.0,0.0,2.93,7.96,7.96,0.0,0.0,1.0,0.0,0.0,0.1667,0.0,0.0,0.3874,0.3874
38,0.0,0.199,0.0,0.011,0.00357,0.051,0.26433507938660183,0.004263,0.006,0.161,0.034,-2.265,-2.982,-3.189,-8.4,0.0,2.3953011629031e-05,0.0,21231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.043,0.091,0.003,0.09093,12.72,0.45017712479392874,0.004297,0.011,0.932,0.997,-1.003,-0.415,0.083,-1.61,0.0,0.00141254954028432,0.0,20678.0,1.0704,0.1407,1.0,0.9813,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.4286
40,0.0,0.39,0.074,0.606,0.84178,20.8,0.9540873537993625,0.017381,0.676,0.993,0.997,0.473,1.057,0.824,2.97,1.0,0.00105294640617944,0.0,21249.0,0.4762,0.6243,1.0,0.8627,0.0043,0.0087,0.0,0.0,4.09,7.75,7.75,-1.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3812,0.3812
41,0.0,0.023,0.011,0.006,0.10584,14.38,0.6728067047860509,0.005205,0.979,0.592,0.442,0.557,-0.875,-0.706,-6.32,0.0,9.9512434395855e-05,0.0,21254.0,0.985,0.4361,1.0,0.6175,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.4425,0.4425
42,0.0,0.973,0.0,0.823,0.98706,12.72,0.7898765728636815,0.669498,0.074,0.995,1.0,0.651,2.594,3.78,5.55,0.0,3.1422960325065e-05,0.0,21255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.012,0.013,0.13,0.49386,17.28,0.7442823745283774,0.010028,0.93,1.0,0.998,0.651,1.273,0.879,2.97,0.0,0.00032535774017929,0.0,21259.0,0.8873,0.2255,0.0,0.4626,0.0,0.0017,0.0105,0.0,2.92,1.06,1.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3758,0.3758
44,0.0,0.024,0.005,0.006,0.12962,19.23,0.9806922191073588,0.012606,0.893,1.0,0.999,0.292,0.727,0.724,2.63,1.0,0.0029964372420798,0.0,20655.0,1.291,0.0212,0.0,0.6188,0.0012,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.1969,0.1969
45,0.0,0.021,0.0,0.039,0.00594,8.895,0.7434872263581978,0.003955,0.467,0.0,0.005,-0.338,-0.469,0.006,-1.0,0.0,0.00335411266065279,0.0,21269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.034,0.011,0.125,0.02568,5.881,0.5582894278742626,0.00871,0.039,0.002,0.002,0.53,0.243,0.149,0.47,0.0,0.000324421646960856,0.0,20642.0,0.6561,0.6349,1.0,0.1824,0.0,0.0004,0.0,0.0,2.26,1.18,1.18,0.0,0.0,1.0,0.0,0.0,0.0013,0.0,0.0,0.0128,0.0177
47,0.0,0.039,0.009,0.007,0.01695,16.05,0.766927802855546,0.004864,0.771,0.997,0.054,0.292,0.725,0.069,0.29,1.0,0.00027574585083015,0.0,20631.0,1.5988,0.5368,0.0,0.6188,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.202
48,0.0,0.008,0.111,0.037,0.60721,15.12,0.900784313490204,0.007397,0.086,1.0,1.0,-0.353,0.422,1.961,2.34,0.0,0.00171698688629246,0.0,20627.0,0.8873,0.2255,1.0,0.9813,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.4,0.4286,0.4286
49,0.0,0.039,0.0,0.059,0.09599,1.798,0.4921078986036258,0.00614,0.117,0.012,0.014,0.153,1.246,1.265,1.69,0.0,0.000281428874284019,0.0,21294.0,1.1245,0.185,0.0,0.2311,0.0114,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.2132,0.4667
50,0.0,0.05,0.001,0.03,0.04118,8.145,0.7369509022894851,0.011095,0.009,0.0,0.001,0.651,-0.035,0.046,-1.07,0.0,0.000116183662425433,0.0,21295.0,0.6561,0.5503,0.0,0.4626,0.0017,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.365
51,0.0,0.03,0.004,0.003,0.17412,0.663,0.4647637712578318,0.008271,0.004,0.002,0.0,-1.05,-1.179,-0.562,-5.21,0.0,0.000189751006992101,0.0,20616.0,1.1615,0.3231,1.0,0.1306,0.0063,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763,0.2763
52,0.0,0.058,0.003,0.195,0.00778,0.454,0.32041099521772753,0.005781,0.062,0.001,0.001,0.153,-0.107,-0.095,-0.381,0.0,0.000346280348467763,0.0,21309.0,0.9296,0.1407,0.0,0.2311,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.216,0.4595
53,0.0,0.089,0.0,0.123,0.0132,0.142,0.43047235709062287,0.00787,0.002,0.0,0.0,-0.247,-0.144,-0.882,-2.06,0.0,0.000838802674149928,0.0,20603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.019,0.004,0.008,0.00092,0.06,0.3105145792694608,0.005213,0.06,0.0,0.0,-1.347,-3.792,-3.498,-3.38,0.0,8.79638947934087e-05,0.0,21312.0,1.1545,0.309,0.0,0.2311,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.2166,0.4581
55,0.0,0.393,0.127,0.026,0.01386,2.116,0.4093739433518068,0.006558,0.007,0.127,0.041,-0.407,0.327,0.15,0.959,0.0,0.000336514492586735,0.0,21315.0,1.0,0.0,0.0,0.3936,0.0,0.0025,0.0,0.0,4.68,8.18,8.18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3824,0.3824
56,0.0,0.007,0.002,0.018,0.14607,14.26,0.8352255164703891,0.01435,0.449,0.712,0.828,0.178,-0.256,0.911,-2.26,0.0,0.00203888739058197,0.0,20583.0,0.4271,1.1717,1.0,0.6188,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2123,0.2123
57,0.0,0.034,0.0,0.034,0.03088,11.1,0.5184160343304456,0.008953,0.348,0.859,0.292,-0.257,-0.343,-0.497,-4.29,1.0,0.000635901883423107,0.0,20577.0,1.3095,0.984,1.0,0.3922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0,0.0,0.0863,0.0863
58,0.0,0.018,0.012,0.097,0.01998,0.584,0.4533552286158252,0.004495,0.181,0.0,0.0,0.651,-0.579,-0.784,-6.38,0.0,0.000841598683063718,0.0,21338.0,0.7725,1.5988,0.0,0.1473,0.0,0.0,0.0,0.0769,4.89,1.21,1.21,-1.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1587,0.1587
59,0.0,0.009,0.02,0.054,0.03789,1.548,0.5105112678604312,0.004798,0.435,0.123,0.096,-0.308,-0.365,-0.291,-0.26,1.0,0.000274872358010378,0.0,21339.0,0.7249,0.2306,0.0,0.1652,0.0192,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.4402,0.4402
60,0.0,0.067,0.001,0.137,0.53285,12.55,0.6857507367790582,0.010435,0.229,0.683,0.997,0.178,0.175,0.182,0.113,0.0,0.00203888739058197,0.0,20571.0,0.4271,1.1717,1.0,0.6188,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149,0.2149
61,0.0,0.0,0.009,0.006,0.17836,0.462,0.5588884741252835,0.013508,0.007,0.001,0.0,-0.719,-0.137,-0.186,-1.35,1.0,0.00117436853453789,0.0,20548.0,0.4271,1.1717,1.0,0.4626,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.4106,0.4106
62,0.0,0.073,0.015,0.004,0.02181,2.544,0.7168048808071356,0.006218,0.087,0.0,0.0,-0.263,-0.553,-0.283,-3.44,0.0,0.0114524285652049,0.0,20542.0,1.471,0.9419,0.0,0.156,0.0,0.0064,0.0,0.0,5.56,8.75,8.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0065
63,0.0,0.0,0.0,0.01,0.09748,0.022,0.45291913535300354,0.007262,0.072,0.001,0.0,-2.227,-3.439,-3.438,-11.1,0.0,1.92090710142254e-05,0.0,20541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.065,0.0,0.021,0.01756,8.26,0.9220307012348871,0.007135,0.0,0.801,0.225,-0.509,-0.509,-0.814,-4.8,0.0,0.00106292667588566,0.0,20538.0,1.1064,0.6547,1.0,0.6188,0.0025,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.222,0.222
65,0.0,0.2,0.0,0.018,0.00067,0.619,0.3699671165812001,0.003779,0.002,0.0,0.0,-0.388,-0.586,-0.51,-2.44,0.0,0.00049689305305302,0.0,20534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.015,0.0,0.024,0.03906,13.42,0.8022727895605568,0.006681,0.916,0.206,0.0,0.546,0.194,0.021,0.216,0.0,0.000280311179486269,0.0,21383.0,1.062,0.5368,0.0,0.1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2473,0.2473
67,0.0,0.029,0.001,0.371,0.08516,14.14,0.38831960524658266,0.006167,0.227,0.964,0.977,0.559,0.231,0.659,2.44,0.0,0.00100064468178791,0.0,20526.0,2.3713,1.1976,0.0,0.3922,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.1035,0.1035
68,0.0,0.084,0.014,0.209,0.02228,8.833,0.35413169758714413,0.00593,0.422,0.003,0.007,0.486,-0.654,-0.544,-6.23,0.0,0.000498196167170835,0.0,20522.0,0.4517,0.6547,1.0,0.6175,0.003,0.0015,0.0,0.0,2.53,7.96,0.0,7.96,0.0,1.0,0.0,0.0042,0.0,0.0,0.0,0.2521,0.2521
69,0.0,0.013,0.002,0.176,0.02533,11.81,0.7075918067813879,0.006335,0.165,0.658,0.949,-0.377,0.404,0.548,2.61,0.0,0.000329062002875777,0.0,21397.0,1.1127,0.2255,0.0,0.1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4461,0.4461
70,0.0,0.008,0.0,0.064,0.06449,7.101,0.6777678225975311,0.008966,0.059,0.0,0.001,0.457,0.162,0.47,2.02,0.0,0.00143274752692306,0.0,20515.0,1.471,0.9419,0.0,0.1824,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0171,0.0236
71,0.0,0.003,0.0,0.011,0.00079,0.83,0.5466070618849901,0.00332,0.119,0.0,0.0,-0.687,-0.96,-0.85,-5.04,0.0,1.69524179725868e-05,0.0,20510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.002,0.0,0.004,0.00038,0.045,0.20939854081684459,0.003137,0.004,0.0,0.0,-0.864,-2.456,-2.419,-6.24,0.0,5.80421088561952e-05,0.0,20506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.08,0.007,0.344,0.19474,15.5,0.8257248556082198,0.010177,0.956,0.99,0.076,0.553,0.257,0.624,2.11,0.0,0.000521632844615224,0.0,21409.0,0.7904,1.5808,0.0,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.3965,0.3965
74,0.0,0.14,0.007,0.008,0.15658,9.931,0.3951843490831488,0.015873,0.2,0.051,0.666,0.559,-0.038,-0.025,-0.738,0.0,0.000289182881297488,0.0,20505.0,0.6545,0.6909,1.0,0.3922,0.0023,0.0023,0.0,0.0109,4.82,1.21,1.21,-1.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.1105
